TÍTULO,USO QUE AMPARA EL TÍTULO,TITULAR,FECHA DE REGISTRO,AUTORIDAD QUE EMITE EL ACTO
04GRO100675/18HLGE99,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE ZITLALA (SISTEMA LOCAL DE AGUA POTABLE Y ALCANTARILLADO),2000-06-05,DIRECCIÓN LOCAL GUERRERO
04GRO101221/18HOGE99,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE TAXCO DE ALARCON (COMITE DE AGUA POTABLE DE SAN FRANCISCO ACUITLAPAN),1999-12-29,DIRECCIÓN LOCAL GUERRERO
04GRO101582/18HAGE99,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE PILCAYA (EL MOGOTE),2000-02-29,DIRECCIÓN LOCAL GUERRERO
04GRO101652/18AAGE99,AGR͍COLA,UNIDAD DE RIEGO TLATZALA,2000-06-05,DIRECCIÓN LOCAL GUERRERO
04GRO101658/18AAGE00,AGR͍COLA,UNIDAD DE RIEGO TLAQUILTZINAPA,2000-06-05,DIRECCIÓN LOCAL GUERRERO
04GRO101789/20EKGE99,SERVICIOS,"COMBUSTIBLES GASOSUR, S.A. DE C.V.",2000-02-29,DIRECCIÓN LOCAL GUERRERO
04GRO102270/18HOGE99,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE TAXCO DE ALARCON (LOS YAUTLES),2000-02-29,DIRECCIÓN LOCAL GUERRERO
04GRO103050/18EKGE00,SERVICIOS,JORGE ARANDA VELEZ,2001-04-26,DIRECCIÓN LOCAL GUERRERO
04GRO103070/18EGGE99,SERVICIOS,LUIS PINEDA GONZALEZ,2000-06-05,DIRECCIÓN LOCAL GUERRERO
04GRO103824/18HAGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL CONSTITUCIONAL DE ALPOYECA (SAN JOSE BUENAVISTA),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103825/18HAGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE ALPOYECA (IXCATEOPAN),1997-12-05,DIRECCIÓN LOCAL GUERRERO
04GRO103826/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUALAC (CUALAC),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103827/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUALAC (CUATLACO),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103828/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUALAC (CHIAUZINGO),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103829/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUALAC (ZOTOLO),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103830/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUALAC (XALMOLAPA),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103832/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUALAC (TECOXCOYUNCA),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103833/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUALAC (AHUEXUTLA),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103834/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUALAC (CUATECONCINGO),1997-12-05,DIRECCIÓN LOCAL GUERRERO
04GRO103835/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO DE CUALAC (CUAULOTE),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103836/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE EDUARDO NERI (EL PALMAR),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103837/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE EDUARDO NERI (VENTA VIEJA),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103838/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE EDUARDO NERI (AXAXACUALCO),1997-12-05,DIRECCIÓN LOCAL GUERRERO
04GRO103839/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE EDUARDO NERI (TLANIPATLA),1997-12-05,DIRECCIÓN LOCAL GUERRERO
04GRO103840/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE PUNGARBATO (CHACAMERO GRANDE),1997-12-05,DIRECCIÓN LOCAL GUERRERO
04GRO103841/18HAGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE PILCAYA ( AMATITLAN ),1997-11-26,DIRECCIÓN LOCAL GUERRERO
04GRO103842/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE PILCAYA ( EL BOSQUE ),1997-12-05,DIRECCIÓN LOCAL GUERRERO
04GRO104067/18ERGE97,SERVICIOS,LORETO ARIZA BELTRAN,1997-12-17,DIRECCIÓN LOCAL GUERRERO
04GRO104170/18EDGE99,SERVICIOS,BLANCA MIREYA GONZALEZ HERNANDEZ (RESTAURANT RINCON JAROCHO),2000-03-27,DIRECCIÓN LOCAL GUERRERO
04GRO104401/18EQGE98,SERVICIOS,ROBERTO HURTADO MOJICA (GASOLINERIA HURTADO),1998-05-27,DIRECCIÓN LOCAL GUERRERO
04GRO104407/18EMGE97,SERVICIOS,"P M ESTACIONES DE SERVICIO, S.A. DE C.V.",1998-08-05,DIRECCIÓN LOCAL GUERRERO
04GRO104778/18FOGE99,INDUSTRIAL,LUIS EDUARDO LUNA ROMERO,2000-04-24,DIRECCIÓN LOCAL GUERRERO
05GRO100504/20HNGE99,PÚBLICO URBANO,H.AYUNTAMIENTO MUNICIPAL DE COPALA (COPALA),2000-03-20,DIRECCIÓN LOCAL GUERRERO
05GRO100543/20HMGE99,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUAJINICUILAPA (JUNTA LOCAL DE AGUA POTABLE Y ALCANTARILLADO),2000-03-20,DIRECCIÓN LOCAL GUERRERO
05GRO101204/19ELGE99,SERVICIOS,CLUB DE SKI UKAE KIM,2000-06-05,DIRECCIÓN LOCAL GUERRERO
05GRO101411/19EKGE99,SERVICIOS,CONDOMINIOS DEL EDIFICIO VISTA HERMOSA,2000-08-07,DIRECCIÓN LOCAL GUERRERO
05GRO101743/20FLGE00,INDUSTRIAL,"COMERCIALIZADORA ACUICOLA COIN, S. A. DE C. V.",2000-03-20,DIRECCIÓN LOCAL GUERRERO
05GRO101744/20ELGE00,SERVICIOS,"COMERCIALIZADORA ACUICOLA COIN, S. A. DE C. V.",2000-03-20,DIRECCIÓN LOCAL GUERRERO
05GRO103699/19EPGE97,SERVICIOS,HILARIA RAMOS RAMIREZ,1997-07-29,DIRECCIÓN LOCAL GUERRERO
05GRO104079/20EGGE01,SERVICIOS,ABEL BELLO SANCHEZ,2001-05-07,DIRECCIÓN LOCAL GUERRERO
05GRO104159/19EAGE97,SERVICIOS,CENTRO VACACIONAL BALCONES AL MAR,1998-04-01,DIRECCIÓN LOCAL GUERRERO
05GRO104499/18FKGE98,INDUSTRIAL,"CIA. OPERADORA LA JOYA DE ACAPULCO, S.A. DE C.V.",1999-02-11,DIRECCIÓN LOCAL GUERRERO
05GRO104577/19EMGE98,SERVICIOS,GLORIA MARIA SUAZO ALBARRAN,1998-07-29,DIRECCIÓN LOCAL GUERRERO
05GRO104581/10EMGE98,SERVICIOS,CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL NO. 41,1998-07-07,DIRECCIÓN LOCAL GUERRERO
05GRO104587/19EMGE98,SERVICIOS,AMADEO JAIMES AGUIRRE,1998-05-26,DIRECCIÓN LOCAL GUERRERO
05GRO104665/19EMGE98,SERVICIOS,"ELEKTRA, S.A. DE C.V.",1998-06-16,DIRECCIÓN LOCAL GUERRERO
05GRO114016/19EQGE01,SERVICIOS,"CONJUNTO RESIDENCIAL VILLA MARINA, S.A. DE C.V.",2001-05-07,DIRECCIÓN LOCAL GUERRERO
04GRO114301/20EQGE01,SERVICIOS,ANDRES BERDEJA HERNANDEZ,2001-11-19,DIRECCIÓN LOCAL GUERRERO
05GRO100072/19EKGE01,SERVICIOS,"CEMENTOS APASCO, S.A. DE C.V.",1994-09-08,DIRECCIÓN LOCAL GUERRERO
05GRO100073/19EKGE01,SERVICIOS,"CEMENTOS APASCO, S.A. DE C.V.",1994-09-08,DIRECCIÓN LOCAL GUERRERO
05GRO100066/19FDGE01,INDUSTRIAL,"LALA ACAPULCO, S.A DE C.V.",1994-10-06,DIRECCIÓN LOCAL GUERRERO
05GRO100067/19EQGE01,SERVICIOS,"LALA ACAPULCO, S.A. DE C.V.",1994-10-06,DIRECCIÓN LOCAL GUERRERO
05GRO100068/19EQGE01,SERVICIOS,"LALA ACAPULCO, S.A. DE C.V.",1994-10-06,DIRECCIÓN LOCAL GUERRERO
04GRO101853/18AOGE01,AGR͍COLA,ANGEL TORRES GARCIA,1996-06-24,DIRECCIÓN LOCAL GUERRERO
04GRO101220/18HOGE01,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE APAXTLA (COMITE PRO-AGUA POTABLE),1996-04-03,DIRECCIÓN LOCAL GUERRERO
04GRO101147/18EKGE00,SERVICIOS,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",1996-07-02,DIRECCIÓN LOCAL GUERRERO
04GRO101267/18FKGE00,INDUSTRIAL,"INDUSTRIAL MINERA MEXICO, S. A. DE C. V.",1996-07-02,DIRECCIÓN LOCAL GUERRERO
04GRO103822/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE TETIPAC ( SAN ANTONIO ),1997-12-05,DIRECCIÓN LOCAL GUERRERO
04GRO113867/18EQGE00,SERVICIOS,ARMANDO MONTES DE OCA SERRANO,2002-02-26,DIRECCIÓN LOCAL GUERRERO
04GRO113868/18EQGE00,SERVICIOS,MARIA NATIVIDAD JIMENEZ PEREZ,2002-02-26,DIRECCIÓN LOCAL GUERRERO
04GRO114388/18EAGE02,SERVICIOS,SOCORRO VAZQUEZ DIRZO,2002-07-01,DIRECCIÓN LOCAL GUERRERO
05GRO113833/19EQGE01,SERVICIOS,"INMOBILIARIA BARRA AZUL, S.A. DE C.V.",2002-08-08,DIRECCIÓN LOCAL GUERRERO
04GRO103073/18EAGE03,SERVICIOS,MA. DEL ROSARIO MACEDO PEREZ,2000-03-27,DIRECCIÓN LOCAL GUERRERO
05GRO104584/19EMGE98,SERVICIOS,"PLAYA MIMOSA DE ACAPULCO, S.A. DE C.V.",1998-06-16,DIRECCIÓN LOCAL GUERRERO
04GRO102483/18AOGE02,AGR͍COLA,MAURILIO ARCE MEJIA,1996-10-17,DIRECCIÓN LOCAL GUERRERO
04GRO103831/18HOGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL DE CUALAC (SAN MARTIN JOLALPAN),1997-11-26,DIRECCIÓN LOCAL GUERRERO
05GRO113845/19EQGE02,SERVICIOS,"MOVIL ACA, S.A. DE C.V.",2004-03-03,DIRECCIÓN LOCAL GUERRERO
04GRO114765/18EGGE03,SERVICIOS,CARLOS LOPEZ GUEVARA,2004-03-01,DIRECCIÓN LOCAL GUERRERO
05GRO103760/19EPGE97,SERVICIOS,ALMACENADORA CENTRO OCCIDENTE S.A..,1997-11-25,DIRECCIÓN LOCAL GUERRERO
04GRO115151/18ESGE04,SERVICIOS,RUTILO OCAMPO BAHENA,2004-10-22,DIRECCIÓN LOCAL GUERRERO
04GRO115159/18EQGE04,SERVICIOS,KURI MOTOR S.A. DE C.V.,2004-10-22,DIRECCIÓN LOCAL GUERRERO
05GRO104082/20ELGE98,SERVICIOS,MARCO ANTONIO MONOBE HERNANDEZ,1998-07-07,DIRECCIÓN LOCAL GUERRERO
05GRO113864/19EQGE02,SERVICIOS,"CEMEX MEXICO, S.A. DE C.V.",2002-04-26,DIRECCIÓN LOCAL GUERRERO
04GRO101225/18EOGE04,SERVICIOS,"FOMENTO MEXICANO DE TURISMO, S.A. DE C.V.",1997-10-16,DIRECCIÓN LOCAL GUERRERO
04GRO104400/18EMGE98,SERVICIOS,"AUTOPISTA DEL SOL, S.A. DE C.V.",1998-06-16,DIRECCIÓN LOCAL GUERRERO
05GRO113588/19FKGE04,INDUSTRIAL,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.",2000-02-28,DIRECCIÓN LOCAL GUERRERO
04GRO100206/18JBGC05,GENERACIÓN  DE ENERGÍA ELÉCTRICA,"MEXICANA DE HIDROELECTRICIDAD MEXHIDRO, S. DE R. L. DE C. V.",2001-11-12,GERENCIA DE SERVICIOS A USUARIOS
05GRO104081/19EKGE98,SERVICIOS,"CASA AUTREY, S.A. DE C.V.",1999-03-22,DIRECCIÓN LOCAL GUERRERO
04GRO115723/18HAOC07,PÚBLICO URBANO,MUNICIPIO DE XALPATLAHUAC GUERRERO,2007-11-21,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
04GRO103823/18HAGE97,PÚBLICO URBANO,H. AYUNTAMIENTO MUNICIPAL CONSTITUCIONAL DE ALPOYECA (TECOYO),1997-11-26,DIRECCIÓN LOCAL GUERRERO
05GRO103799/19EPOC08,SERVICIOS,EL CASTILLO DEL REY LEON S.A. DE C.V.,2000-02-28,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA PACÍFICO SUR
04GRO115555/18HSOC07,PÚBLICO URBANO,MUNICIPIO DE EDUARDO NERI GUERRERO,2008-07-10,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
04GRO115668/18EMOC07,SERVICIOS,"INVERACA, S.A. DE C.V.",2008-07-10,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
04GRO103695/18EAOC07,SERVICIOS,"COMPAÑIA MINERA NUKAY, S. A. DE C. V.",1998-02-03,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
05GRO103052/20EOOC07,SERVICIOS,MANUEL CAMPOS LOPEZ,1996-12-10,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA PACÍFICO SUR
04GRO103641/18HOOC07,PÚBLICO URBANO,MUNICIPIO DE LEONARDO BRAVO,1997-07-21,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
04GRO103642/18HOOC07,PÚBLICO URBANO,MUNICIPIO DE LEONARDO BRAVO,1997-07-21,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
04GRO103520/18HOOC07,PÚBLICO URBANO,MUNICIPIO GENERAL CANUTO A. NERI GUERRERO,1997-06-09,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
04GRO103522/18HOOC07,PÚBLICO URBANO,MUNICIPIO GENERAL CANUTO A. NERI GUERRERO,1997-06-09,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
04GRO103530/18HOOC07,PÚBLICO URBANO,MUNICIPIO GENERAL CANUTO A. NERI GUERRERO,1997-06-09,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
04GRO103640/18HOOC07,PÚBLICO URBANO,MUNICIPIO DE LEONARDO BRAVO,1997-07-21,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
05GRO104059/20HPGE99,PÚBLICO URBANO,INSTITUTO TECNOLOGICO SUPERIOR DE LA COSTA CHICA,2000-06-05,DIRECCIÓN LOCAL GUERRERO
04GRO103510/18HOOC07,PÚBLICO URBANO,MUNICIPIO DE CUETZALA DEL PROGRESO GUERRERO,1997-06-09,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
04GRO103523/18HOOC07,PÚBLICO URBANO,MUNICIPIO GENERAL CANUTO A. NERI GUERRERO,1997-06-09,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA BALSAS
09HGO102032/26IAGE97,DIFERENTES USOS,JOSE VICTOR ARROYO LOYO,1997-12-15,DIRECCIÓN LOCAL HIDALGO
09HGO102150/26HOGE97,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE HUAZALINGO,1998-09-01,DIRECCIÓN LOCAL HIDALGO
09HGO102193/26FRGE98,INDUSTRIAL,POMPILIO GUZMAN JIMENEZ,1998-07-14,DIRECCIÓN LOCAL HIDALGO
09HGO102281/26AAGE98,AGR͍COLA,MIGUEL ANGEL BLANCO OCHOA,1998-05-20,DIRECCIÓN LOCAL HIDALGO
09HGO102290/26AAGE98,AGR͍COLA,FRANCISCO PIEDRA GARCIA,1998-05-20,DIRECCIÓN LOCAL HIDALGO
09HGO102348/26AAGE98,AGR͍COLA,ISAIAS MARTINEZ SANCHEZ,1998-07-14,DIRECCIÓN LOCAL HIDALGO
09HGO102349/26AAGE98,AGR͍COLA,J. FELIX MENDOZA MUÑOZ,1998-07-14,DIRECCIÓN LOCAL HIDALGO
09HGO102350/26AAGE98,AGR͍COLA,DAMIAN RESENDIZ DIAZ,1998-07-14,DIRECCIÓN LOCAL HIDALGO
09HGO102355/26AAGE98,AGR͍COLA,TOMAS BANTHI MORENO,1998-07-14,DIRECCIÓN LOCAL HIDALGO
09HGO102357/26AAGE98,AGR͍COLA,FELICITAS MALDONADO BARCENA,1998-07-14,DIRECCIÓN LOCAL HIDALGO
09HGO102389/26HOGE98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE HUAUTLA,1998-10-12,DIRECCIÓN LOCAL HIDALGO
09HGO102428/26HOGE98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE YAHUALICA,1998-10-12,DIRECCIÓN LOCAL HIDALGO
09HGO102429/26HOGE98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE TIANGUISTENGO,1998-10-12,DIRECCIÓN LOCAL HIDALGO
09HGO102435/26AAGE98,AGR͍COLA,VICTOR MUÑOZ VALERIO,1998-09-29,DIRECCIÓN LOCAL HIDALGO
09HGO102437/26AAGE98,AGR͍COLA,CAMERINO CHAVERO CRUZ,1998-09-29,DIRECCIÓN LOCAL HIDALGO
09HGO102438/26AAGE98,AGR͍COLA,MATIAS VILLEDA CRUZ,1998-09-29,DIRECCIÓN LOCAL HIDALGO
09HGO102439/26AAGE98,AGR͍COLA,PABLO GARCIA RAMIREZ,1998-09-29,DIRECCIÓN LOCAL HIDALGO
09HGO102440/26AAGE98,AGR͍COLA,PORFIRIO MARTINEZ PACHECO,1998-09-29,DIRECCIÓN LOCAL HIDALGO
09HGO102482/26HOGE98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE MINERAL DEL CHICO,1998-11-10,DIRECCIÓN LOCAL HIDALGO
09HGO102590/26HOGE98,PÚBLICO URBANO,PRESIDENCIA MUNICIPAL DE SAN AGUSTIN METZQUITITLAN,1998-12-15,DIRECCIÓN LOCAL HIDALGO
08MEX102883/12FDGE97,INDUSTRIAL,"LKS RODAMIENTOS Y EQUIPO, S. A. DE C. V.",1997-10-08,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102886/12FCGE97,INDUSTRIAL,"BUHLER, S. A. DE C. V.",1997-11-25,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102888/12FCGE97,INDUSTRIAL,"JSP INTERNATIONAL DE MEXICO, S. A. DE C. V.",1997-10-30,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102889/12FAGE97,INDUSTRIAL,"SINTERMETAL, S. A. DE C. V.",1997-10-08,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102891/12EQGE97,SERVICIOS,"PLAZA EL PARIAN, S. DE R. L. DE C. V.",1997-12-23,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102892/12FAGE97,INDUSTRIAL,"FUNDICION CONTESA, S. A. DE C. V.",1998-06-26,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102895/12FQGE97,INDUSTRIAL,"PLASTICOS DE MANTENIMIENTO, S. A. DE C. V.",1997-10-30,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102896/12FCGE97,INDUSTRIAL,"CHAMPIÑONES EL ENCINAL, S. DE R. L. DE C. V.",1997-12-09,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102898/12EQGE97,SERVICIOS,"SERVICIO MEXICALTZINGO, S. A. DE C. V. (ESTACION 3154)",1999-01-14,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102899/12EDGE97,SERVICIOS,"HOTEL PLAZA LA MANSION, S. A. DE C. V.",1997-10-30,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102900/12FAGE97,INDUSTRIAL,"MESSER GREISHEIM DE MEXICO, S. A. DE C. V.",1997-11-25,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102902/12FCGE97,INDUSTRIAL,"CREACIONES ALMODA, S. A. DE C. V.",1997-11-25,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102903/12EQGE97,SERVICIOS,"DANIEL VELA, S. A. DE C. V.",1998-03-04,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102904/12FAGE97,INDUSTRIAL,"HARINA DE MAIZ DE ATLACOMULCO, S. A. DE C. V.",1997-12-23,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102905/12FCGE97,INDUSTRIAL,"ALPLA FABRICA DE PLASTICOS, S. A. DE C. V.",1998-03-31,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102909/12FCGE97,INDUSTRIAL,"AMCO DE MEXICO, S. A. DE C. V.",1997-12-23,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102910/12FQGE97,INDUSTRIAL,"RECUPERADORA EL SALITRILLO, S. A. DE C. V.",1998-01-20,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102979/12FCGE98,INDUSTRIAL,ELRING KLINGER MEXICO S.A. DE C.V.,1998-03-04,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102980/12FCGE98,INDUSTRIAL,MAREL DE MEXICO S.A. DE C.V.,1998-03-04,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102981/12FCGE98,INDUSTRIAL,INDUSTRIA DE ROPA FINA PARA DAMA S. A. DE C .V. ( ADICO ),1998-03-04,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102982/12FCGE98,INDUSTRIAL,"INDUSTRIA DE ROPA FINA PARA DAMA, S. A. DE C. V. ( PLANTA N 1 )",1998-03-04,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102983/12FCGE98,INDUSTRIAL,"INDUSTRIA DE ROPA FINA PARA DAMA, S. A. DE C. V. ( GRUPO MAREL )",1998-03-04,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102986/12EQGE98,SERVICIOS,AUTOTRANSPORTES DE PASAJEROS MEXICO-TOLUCA-SAN LUIS MEXTEPEC-QUERETARO FLECHA ROJA S.A. DE C.V.,1998-03-04,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102988/12FCGE98,INDUSTRIAL,INDUSTRIA EMBOTELLADORA DE MEXICO S.A. DE C.V.,1998-06-11,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102989/12FQGE98,INDUSTRIAL,RODAMEX INDUSTRIAL S.A. DE C.V.,1998-03-17,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102998/12FQGE98,INDUSTRIAL,"TECH-METAL, S. A. DE C. V.",1998-03-31,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX102999/12EAGE98,SERVICIOS,RASTRO MUNICIPAL DE CAPULHUAC,1998-03-31,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103000/12EQGE98,SERVICIOS,"AUTO SERVICIO LOS ENCINOS, S. A. DE C. V.",1998-03-31,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103501/12FCGE98,INDUSTRIAL,"COMPAÑIA HARINERA LOS ANGELES, S. A. DE C. V.",1998-04-15,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103510/12FCGE98,INDUSTRIAL,"BLACO EXPORT, S. A. DE C. V.",1998-05-20,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103511/12EQGE98,SERVICIOS,"COMADERA, S. A. DE C. V.",1998-05-20,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103512/12ECGE98,SERVICIOS,"FERNANDEZ EDITORES, S. A. DE C. V.",1998-05-20,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103513/12FCGE98,INDUSTRIAL,"FERNANDEZ EDITORES, S. A. DE C. V.",1998-05-20,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103514/12FCGE98,INDUSTRIAL,"FERNANDEZ EDITORES, S. A. DE C. V.",1998-05-20,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103515/12ECGE98,SERVICIOS,"FERNANDEZ EDITORES, S. A. DE C. V.",1998-05-20,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103516/12FGGE98,INDUSTRIAL,"QUIMIGAL, S. A. DE C. V.",1998-05-20,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103517/12FQGE98,INDUSTRIAL,"TASHER DE TOLUCA, S. A. DE C. V.",1998-06-01,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103518/12FQGE98,INDUSTRIAL,"MANUFACTURAS IVSA, S. A. DE C. V.",1998-06-01,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103554/12FCGE98,INDUSTRIAL,"EDITORIAL MAC, S. A. DE C. V.",1998-06-26,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103555/12HAGE98,PÚBLICO URBANO,ORGANISMO PUBLICO DESCENTRALIZADO PARA LA PRESTACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ATLACOMULCO,1998-06-26,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103560/12HAGE98,PÚBLICO URBANO,"ORGANISMO PUBLICO DESCENTRALIZADO PARA LA PRESTACION DE LOS SERVICIOS DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO DEL MUNICIPIO DE ATLACOMULCO",1998-08-11,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103561/12FCGE98,INDUSTRIAL,"SICPA MEXICO, S. A. DE C. V.",1998-08-11,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103596/12FCGE98,INDUSTRIAL,"EDITORIAL HERMON, S.A. DE C.V.",1998-11-09,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103597/12FDGE98,INDUSTRIAL,"INDUSTRIAS HABER'S, S.A. DE C.V.",1998-09-28,DIRECCIÓN LOCAL ESTADO DE MÉXICO
08MEX103782/12EQGE99,SERVICIOS,"RESTAURANT LA BALLESTA, S. A. DE C .V.",1999-03-15,DIRECCIÓN LOCAL ESTADO DE MÉXICO
13MEX102671/26GRGR97,PECUARIO,EMILIO VICTORINO PINEDA GARZA,1997-12-02,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
13MEX105307/26ERGR99,SERVICIOS,"VERIFICENTRO PEDREGAL, S.A. DE C.V.",1999-10-04,DIRECCIÓN GENERAL DEL ORGANISMO DE CUENCA AGUAS DEL VALLE DE MÉXICO
4MCH100038/18EBGE94,SERVICIOS,SERVICIOS PORTUARIOS DE LAZARO CARDENAS S.A. DE C.V.,1994-10-06,DIRECCIÓN LOCAL MICHOACÁN
